"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","p_adj"
"GO:0010389",0.577408004408158,0.712126673917785,4,7,"regulation of G2/M transition of mitotic cell cycle","BP",1
"GO:1900744",0.577723606334236,0.756957585967777,3,5,"regulation of p38MAPK cascade","BP",1
"GO:0015988",0.577966093347182,0.832171384546534,2,3,"energy coupled proton transmembrane transport, against electrochemical gradient","BP",1
"GO:0015990",0.577966093347182,0.832171384546534,2,3,"electron transport coupled proton transport","BP",1
"GO:1902750",0.578145976324971,0.711489043100032,4,7,"negative regulation of cell cycle G2/M phase transition","BP",1
"GO:0009566",0.578236509328196,0.711410758958174,4,7,"fertilization","BP",1
"GO:0050778",0.578450998061295,0.529572808144741,31,58,"positive regulation of immune response","BP",1
"GO:0010243",0.5784665318619,0.543143672289947,24,45,"response to organonitrogen compound","BP",1
"GO:2000278",0.578893397028091,0.756036429249085,3,5,"regulation of DNA biosynthetic process","BP",1
"GO:0032637",0.579082443110694,0.755887342732412,3,5,"interleukin-8 production","BP",1
"GO:0032677",0.579082443110694,0.755887342732412,3,5,"regulation of interleukin-8 production","BP",1
"GO:0009165",0.579514967794351,0.591469188114603,12,22,"nucleotide biosynthetic process","BP",1
"GO:0001935",0.579771526024514,0.710081399392022,4,7,"endothelial cell proliferation","BP",1
"GO:0009060",0.580003733917037,0.608329871395221,10,18,"aerobic respiration","BP",1
"GO:0072676",0.580507488912782,0.678538234183384,5,9,"lymphocyte migration","BP",1
"GO:0007032",0.580906508376867,0.709096012316337,4,7,"endosome organization","BP",1
"GO:1901990",0.581110999545888,0.576678311219971,14,26,"regulation of mitotic cell cycle phase transition","BP",1
"GO:0090398",0.58156710514415,0.708521516881938,4,7,"cellular senescence","BP",1
"GO:0071347",0.581995351414994,0.708148706457536,4,7,"cellular response to interleukin-1","BP",1
"GO:0045087",0.582706454559804,0.52192571703486,33,62,"innate immune response","BP",1
"GO:0009605",0.583218233162829,0.490104574391337,74,139,"response to external stimulus","BP",1
"GO:0030705",0.583476946327546,0.675825495480225,5,9,"cytoskeleton-dependent intracellular transport","BP",1
"GO:0070374",0.583701192209618,0.675620088555426,5,9,"positive regulation of ERK1 and ERK2 cascade","BP",1
"GO:0051303",0.584653117535949,0.705828258169965,4,7,"establishment of chromosome localization","BP",1
"GO:0051310",0.584653117535949,0.705828258169965,4,7,"metaphase chromosome alignment","BP",1
"GO:0006935",0.585045655298974,0.567203903449224,15,28,"chemotaxis","BP",1
"GO:0042330",0.585045655298974,0.567203903449224,15,28,"taxis","BP",1
"GO:0007420",0.585811134871989,0.561463310053496,16,30,"brain development","BP",1
"GO:0045165",0.586537977694691,0.673014950349155,5,9,"cell fate commitment","BP",1
"GO:0007040",0.586557212089505,0.672997244298153,5,9,"lysosome organization","BP",1
